Unnamed: 0.1,Unnamed: 0,Subject_Namespace,Subject,Relation,Object_Namespace,Object,pmid,evidence,Source,Association Score
2273.0,2273,HP,Stiff neck,INCREASES,DO,COVID-19,32622375.0,"Two patients had fever only, with no respiratory features.The neurological manifestations were typical for encephalitis, with irritability, confusion, and reduced consciousness, sometimes associated with seizures; three patients also had neck stiffness31, 58, 59 and another had psychotic symptoms.",CBM,
2274.0,2274,DO,COVID-19,INCREASES,HP,Psychosis,32622375.0,"Two patients had fever only, with no respiratory features.The neurological manifestations were typical for encephalitis, with irritability, confusion, and reduced consciousness, sometimes associated with seizures; three patients also had neck stiffness31, 58, 59 and another had psychotic symptoms.",CBM,
2275.0,2275,HP,Psychosis,INCREASES,DO,COVID-19,32622375.0,"Two patients had fever only, with no respiratory features.The neurological manifestations were typical for encephalitis, with irritability, confusion, and reduced consciousness, sometimes associated with seizures; three patients also had neck stiffness31, 58, 59 and another had psychotic symptoms.",CBM,
2296.0,2296,DO,COVID-19,INCREASES,DO,respiratory system disease,32622375.0,"27 (51%) of the patients with CNS symptoms had severe respiratory disease, but there was little further detail.",CBM,
2297.0,2297,DO,respiratory system disease,INCREASES,DO,COVID-19,32622375.0,"27 (51%) of the patients with CNS symptoms had severe respiratory disease, but there was little further detail.",CBM,
2298.0,2298,DO,COVID-19,INCREASES,HP,Encephalopathy,32622375.0,"In a French series of 58 intensive care patients with COVID-19,35 49 (84%) had neurological complications, including 40 (69%) with encephalopathy and 39 (67%) with corticospinal tract signs.",CBM,
2299.0,2299,HP,Encephalopathy,INCREASES,DO,COVID-19,32622375.0,"In a French series of 58 intensive care patients with COVID-19,35 49 (84%) had neurological complications, including 40 (69%) with encephalopathy and 39 (67%) with corticospinal tract signs.",CBM,
2300.0,2300,DO,COVID-19,INCREASES,HP,Abnormality of the corticospinal tract,32622375.0,"In a French series of 58 intensive care patients with COVID-19,35 49 (84%) had neurological complications, including 40 (69%) with encephalopathy and 39 (67%) with corticospinal tract signs.",CBM,
2301.0,2301,HP,Abnormality of the corticospinal tract,INCREASES,DO,COVID-19,32622375.0,"In a French series of 58 intensive care patients with COVID-19,35 49 (84%) had neurological complications, including 40 (69%) with encephalopathy and 39 (67%) with corticospinal tract signs.",CBM,
2306.0,2306,DO,COVID-19,INCREASES,HP,Encephalopathy,32622375.0,"Additionally, some case reports have appeared, including a woman with encephalopathy with imaging changes consistent with acute necrotising encephalopathy (figure 2C, D)37 and a fatal case in which viral particles were found in endothelial cells and neural tissue, although there was no indication of whether this was associated with inflammation.",CBM,
2307.0,2307,HP,Encephalopathy,INCREASES,DO,COVID-19,32622375.0,"Additionally, some case reports have appeared, including a woman with encephalopathy with imaging changes consistent with acute necrotising encephalopathy (figure 2C, D)37 and a fatal case in which viral particles were found in endothelial cells and neural tissue, although there was no indication of whether this was associated with inflammation.",CBM,
2312.0,2312,DO,COVID-19,INCREASES,DO,acute disseminated encephalomyelitis,32622375.0,"Acute disseminated encephalomyelitis is a syndrome of multifocal demyelination, typically occurring weeks after an infection, which generally presents with focal neurological symptoms, often with encephalopathy.",CBM,
2313.0,2313,DO,acute disseminated encephalomyelitis,INCREASES,DO,COVID-19,32622375.0,"Acute disseminated encephalomyelitis is a syndrome of multifocal demyelination, typically occurring weeks after an infection, which generally presents with focal neurological symptoms, often with encephalopathy.",CBM,
2314.0,2314,DO,acute disseminated encephalomyelitis,POSITIVE_CORRELATION,NCIT,Demyelination,32622375.0,"Acute disseminated encephalomyelitis is a syndrome of multifocal demyelination, typically occurring weeks after an infection, which generally presents with focal neurological symptoms, often with encephalopathy.",CBM,
2315.0,2315,NCIT,Demyelination,POSITIVE_CORRELATION,DO,acute disseminated encephalomyelitis,32622375.0,"Acute disseminated encephalomyelitis is a syndrome of multifocal demyelination, typically occurring weeks after an infection, which generally presents with focal neurological symptoms, often with encephalopathy.",CBM,
2316.0,2316,DO,acute disseminated encephalomyelitis,INCREASES,NCIT,Neurological Signs and Symptoms,32622375.0,"Acute disseminated encephalomyelitis is a syndrome of multifocal demyelination, typically occurring weeks after an infection, which generally presents with focal neurological symptoms, often with encephalopathy.",CBM,
2317.0,2317,NCIT,Neurological Signs and Symptoms,INCREASES,DO,acute disseminated encephalomyelitis,32622375.0,"Acute disseminated encephalomyelitis is a syndrome of multifocal demyelination, typically occurring weeks after an infection, which generally presents with focal neurological symptoms, often with encephalopathy.",CBM,
2318.0,2318,DO,acute disseminated encephalomyelitis,INCREASES,HP,Encephalopathy,32622375.0,"Acute disseminated encephalomyelitis is a syndrome of multifocal demyelination, typically occurring weeks after an infection, which generally presents with focal neurological symptoms, often with encephalopathy.",CBM,
2319.0,2319,HP,Encephalopathy,INCREASES,DO,acute disseminated encephalomyelitis,32622375.0,"Acute disseminated encephalomyelitis is a syndrome of multifocal demyelination, typically occurring weeks after an infection, which generally presents with focal neurological symptoms, often with encephalopathy.",CBM,
2340.0,2340,DO,COVID-19,INCREASES,DO,myelitis,32622375.0,"To date, a single report exists of myelitis (inflammation of the spinal cord; appendix p 8) associated with COVID-19. A man aged 66 years in Wuhan, China, developed fever, fatigue, and then acute flaccid paraparesis with incontinence.",CBM,
2341.0,2341,DO,myelitis,INCREASES,DO,COVID-19,32622375.0,"To date, a single report exists of myelitis (inflammation of the spinal cord; appendix p 8) associated with COVID-19. A man aged 66 years in Wuhan, China, developed fever, fatigue, and then acute flaccid paraparesis with incontinence.",CBM,
2342.0,2342,DO,COVID-19,INCREASES,MESH,Fever,32622375.0,"To date, a single report exists of myelitis (inflammation of the spinal cord; appendix p 8) associated with COVID-19. A man aged 66 years in Wuhan, China, developed fever, fatigue, and then acute flaccid paraparesis with incontinence.",CBM,
2343.0,2343,MESH,Fever,INCREASES,DO,COVID-19,32622375.0,"To date, a single report exists of myelitis (inflammation of the spinal cord; appendix p 8) associated with COVID-19. A man aged 66 years in Wuhan, China, developed fever, fatigue, and then acute flaccid paraparesis with incontinence.",CBM,
2344.0,2344,DO,COVID-19,INCREASES,MESH,Fatigue,32622375.0,"To date, a single report exists of myelitis (inflammation of the spinal cord; appendix p 8) associated with COVID-19. A man aged 66 years in Wuhan, China, developed fever, fatigue, and then acute flaccid paraparesis with incontinence.",CBM,
2345.0,2345,MESH,Fatigue,INCREASES,DO,COVID-19,32622375.0,"To date, a single report exists of myelitis (inflammation of the spinal cord; appendix p 8) associated with COVID-19. A man aged 66 years in Wuhan, China, developed fever, fatigue, and then acute flaccid paraparesis with incontinence.",CBM,
2346.0,2346,DO,COVID-19,INCREASES,MESH,Paraparesis,32622375.0,"To date, a single report exists of myelitis (inflammation of the spinal cord; appendix p 8) associated with COVID-19. A man aged 66 years in Wuhan, China, developed fever, fatigue, and then acute flaccid paraparesis with incontinence.",CBM,
2347.0,2347,MESH,Paraparesis,INCREASES,DO,COVID-19,32622375.0,"To date, a single report exists of myelitis (inflammation of the spinal cord; appendix p 8) associated with COVID-19. A man aged 66 years in Wuhan, China, developed fever, fatigue, and then acute flaccid paraparesis with incontinence.",CBM,
2370.0,2370,DO,COVID-19,INCREASES,NCIT,Neurological Signs and Symptoms,32622375.0,"Neurological symptoms started at a median of 7 days (range −7 to 24) after respiratory or systemic features (figure 1), although two patients developed febrile illness 7 days after the onset of Guillain-Barré syndrome;45, 68 on hospital admission, one had a positive swab for SARS-CoV-2 and the other had lymphocytopenia and thrombocytopenia, which are characteristic for SARS-CoV-2 infection.",CBM,
2371.0,2371,NCIT,Neurological Signs and Symptoms,INCREASES,DO,COVID-19,32622375.0,"Neurological symptoms started at a median of 7 days (range −7 to 24) after respiratory or systemic features (figure 1), although two patients developed febrile illness 7 days after the onset of Guillain-Barré syndrome;45, 68 on hospital admission, one had a positive swab for SARS-CoV-2 and the other had lymphocytopenia and thrombocytopenia, which are characteristic for SARS-CoV-2 infection.",CBM,
2372.0,2372,DO,Guillain-Barre syndrome,INCREASES,MESH,Fever,32622375.0,"Neurological symptoms started at a median of 7 days (range −7 to 24) after respiratory or systemic features (figure 1), although two patients developed febrile illness 7 days after the onset of Guillain-Barré syndrome;45, 68 on hospital admission, one had a positive swab for SARS-CoV-2 and the other had lymphocytopenia and thrombocytopenia, which are characteristic for SARS-CoV-2 infection.",CBM,
2373.0,2373,MESH,Fever,INCREASES,DO,Guillain-Barre syndrome,32622375.0,"Neurological symptoms started at a median of 7 days (range −7 to 24) after respiratory or systemic features (figure 1), although two patients developed febrile illness 7 days after the onset of Guillain-Barré syndrome;45, 68 on hospital admission, one had a positive swab for SARS-CoV-2 and the other had lymphocytopenia and thrombocytopenia, which are characteristic for SARS-CoV-2 infection.",CBM,
2374.0,2374,DO,COVID-19,INCREASES,DO,lymphopenia,32622375.0,"Neurological symptoms started at a median of 7 days (range −7 to 24) after respiratory or systemic features (figure 1), although two patients developed febrile illness 7 days after the onset of Guillain-Barré syndrome;45, 68 on hospital admission, one had a positive swab for SARS-CoV-2 and the other had lymphocytopenia and thrombocytopenia, which are characteristic for SARS-CoV-2 infection.",CBM,
2375.0,2375,DO,lymphopenia,INCREASES,DO,COVID-19,32622375.0,"Neurological symptoms started at a median of 7 days (range −7 to 24) after respiratory or systemic features (figure 1), although two patients developed febrile illness 7 days after the onset of Guillain-Barré syndrome;45, 68 on hospital admission, one had a positive swab for SARS-CoV-2 and the other had lymphocytopenia and thrombocytopenia, which are characteristic for SARS-CoV-2 infection.",CBM,
2376.0,2376,DO,COVID-19,INCREASES,DO,thrombocytopenia,32622375.0,"Neurological symptoms started at a median of 7 days (range −7 to 24) after respiratory or systemic features (figure 1), although two patients developed febrile illness 7 days after the onset of Guillain-Barré syndrome;45, 68 on hospital admission, one had a positive swab for SARS-CoV-2 and the other had lymphocytopenia and thrombocytopenia, which are characteristic for SARS-CoV-2 infection.",CBM,
2377.0,2377,DO,thrombocytopenia,INCREASES,DO,COVID-19,32622375.0,"Neurological symptoms started at a median of 7 days (range −7 to 24) after respiratory or systemic features (figure 1), although two patients developed febrile illness 7 days after the onset of Guillain-Barré syndrome;45, 68 on hospital admission, one had a positive swab for SARS-CoV-2 and the other had lymphocytopenia and thrombocytopenia, which are characteristic for SARS-CoV-2 infection.",CBM,
2378.0,2378,DO,COVID-19,INCREASES,DO,diarrhea,32622375.0,Three patients had diarrhoea before the onset of neurological disease.,CBM,
2379.0,2379,DO,diarrhea,INCREASES,DO,COVID-19,32622375.0,Three patients had diarrhoea before the onset of neurological disease.,CBM,
2380.0,2380,DO,COVID-19,INCREASES,NCIT,Neurological Signs and Symptoms,32622375.0,Three patients had diarrhoea before the onset of neurological disease.,CBM,
2381.0,2381,NCIT,Neurological Signs and Symptoms,INCREASES,DO,COVID-19,32622375.0,Three patients had diarrhoea before the onset of neurological disease.,CBM,
2394.0,2394,DO,COVID-19,INCREASES,DO,autonomic nervous system disease,32622375.0,"Four of these patients had facial nerve involvement, five had dysphagia, and eight developed respiratory failure. Three had autonomic complications, one with hypertension and two with sphincter dysfunction. Electrophysiological studies were done in 12 patients and were consistent with demyelinating disease in eight and axonal disease in four patients.",CBM,
2395.0,2395,DO,autonomic nervous system disease,INCREASES,DO,COVID-19,32622375.0,"Four of these patients had facial nerve involvement, five had dysphagia, and eight developed respiratory failure. Three had autonomic complications, one with hypertension and two with sphincter dysfunction. Electrophysiological studies were done in 12 patients and were consistent with demyelinating disease in eight and axonal disease in four patients.",CBM,
2402.0,2402,DO,COVID-19,INCREASES,DO,axonal neuropathy,32622375.0,"Four of these patients had facial nerve involvement, five had dysphagia, and eight developed respiratory failure. Three had autonomic complications, one with hypertension and two with sphincter dysfunction. Electrophysiological studies were done in 12 patients and were consistent with demyelinating disease in eight and axonal disease in four patients.",CBM,
2403.0,2403,DO,axonal neuropathy,INCREASES,DO,COVID-19,32622375.0,"Four of these patients had facial nerve involvement, five had dysphagia, and eight developed respiratory failure. Three had autonomic complications, one with hypertension and two with sphincter dysfunction. Electrophysiological studies were done in 12 patients and were consistent with demyelinating disease in eight and axonal disease in four patients.",CBM,
2436.0,2436,DO,COVID-19,INCREASES,DO,olfactory nerve disease,32622375.0,"In a European study,50 olfactory dysfunction was reported for 357 (86%) of 417 COVID-19 patients; 342 (82%) reported gustatory disorders.",CBM,
2437.0,2437,DO,olfactory nerve disease,INCREASES,DO,COVID-19,32622375.0,"In a European study,50 olfactory dysfunction was reported for 357 (86%) of 417 COVID-19 patients; 342 (82%) reported gustatory disorders.",CBM,
2476.0,2476,DO,COVID-19,INCREASES,HP,Encephalopathy,32622375.0,"Autopsy material from a patient who developed encephalopathy weeks after presenting with SARS showed oedema, neuronal necrosis, and broad gliocyte hyperplasia.",CBM,
2477.0,2477,HP,Encephalopathy,INCREASES,DO,COVID-19,32622375.0,"Autopsy material from a patient who developed encephalopathy weeks after presenting with SARS showed oedema, neuronal necrosis, and broad gliocyte hyperplasia.",CBM,
2478.0,2478,HP,Encephalopathy,INCREASES,MESH,Edema,32622375.0,"Autopsy material from a patient who developed encephalopathy weeks after presenting with SARS showed oedema, neuronal necrosis, and broad gliocyte hyperplasia.",CBM,
2479.0,2479,MESH,Edema,INCREASES,HP,Encephalopathy,32622375.0,"Autopsy material from a patient who developed encephalopathy weeks after presenting with SARS showed oedema, neuronal necrosis, and broad gliocyte hyperplasia.",CBM,
2480.0,2480,HP,Encephalopathy,INCREASES,MESH,Necrosis,32622375.0,"Autopsy material from a patient who developed encephalopathy weeks after presenting with SARS showed oedema, neuronal necrosis, and broad gliocyte hyperplasia.",CBM,
2481.0,2481,MESH,Necrosis,INCREASES,HP,Encephalopathy,32622375.0,"Autopsy material from a patient who developed encephalopathy weeks after presenting with SARS showed oedema, neuronal necrosis, and broad gliocyte hyperplasia.",CBM,
2482.0,2482,HP,Encephalopathy,INCREASES,MESH,Hyperplasia,32622375.0,"Autopsy material from a patient who developed encephalopathy weeks after presenting with SARS showed oedema, neuronal necrosis, and broad gliocyte hyperplasia.",CBM,
2483.0,2483,MESH,Hyperplasia,INCREASES,HP,Encephalopathy,32622375.0,"Autopsy material from a patient who developed encephalopathy weeks after presenting with SARS showed oedema, neuronal necrosis, and broad gliocyte hyperplasia.",CBM,
2524.0,2524,TAX,Human alphaherpesvirus 3,INCREASES,GO,inflammatory response,32622375.0,"A vasculitis process similar to that for varicella zoster virus, in which viral replication in the cerebral arterial wall triggers local inflammation,is also plausible; endothelial infection by SARS-CoV-2 with inflammation and apoptosis of endothelial cells has been shown in kidney, heart, bowel, and lung at autopsy,but cerebral vessels have not yet been investigated.",CBM,
2525.0,2525,GO,inflammatory response,INCREASES,TAX,Human alphaherpesvirus 3,32622375.0,"A vasculitis process similar to that for varicella zoster virus, in which viral replication in the cerebral arterial wall triggers local inflammation,is also plausible; endothelial infection by SARS-CoV-2 with inflammation and apoptosis of endothelial cells has been shown in kidney, heart, bowel, and lung at autopsy,but cerebral vessels have not yet been investigated.",CBM,
2526.0,2526,DO,COVID-19,INCREASES,GO,inflammatory response,32622375.0,"A vasculitis process similar to that for varicella zoster virus, in which viral replication in the cerebral arterial wall triggers local inflammation,is also plausible; endothelial infection by SARS-CoV-2 with inflammation and apoptosis of endothelial cells has been shown in kidney, heart, bowel, and lung at autopsy,but cerebral vessels have not yet been investigated.",CBM,
2527.0,2527,GO,inflammatory response,INCREASES,DO,COVID-19,32622375.0,"A vasculitis process similar to that for varicella zoster virus, in which viral replication in the cerebral arterial wall triggers local inflammation,is also plausible; endothelial infection by SARS-CoV-2 with inflammation and apoptosis of endothelial cells has been shown in kidney, heart, bowel, and lung at autopsy,but cerebral vessels have not yet been investigated.",CBM,
2528.0,2528,DO,COVID-19,INCREASES,GO,apoptotic process,32622375.0,"A vasculitis process similar to that for varicella zoster virus, in which viral replication in the cerebral arterial wall triggers local inflammation,is also plausible; endothelial infection by SARS-CoV-2 with inflammation and apoptosis of endothelial cells has been shown in kidney, heart, bowel, and lung at autopsy,but cerebral vessels have not yet been investigated.",CBM,
2529.0,2529,GO,apoptotic process,INCREASES,DO,COVID-19,32622375.0,"A vasculitis process similar to that for varicella zoster virus, in which viral replication in the cerebral arterial wall triggers local inflammation,is also plausible; endothelial infection by SARS-CoV-2 with inflammation and apoptosis of endothelial cells has been shown in kidney, heart, bowel, and lung at autopsy,but cerebral vessels have not yet been investigated.",CBM,
2544.0,2544,DO,COVID-19,INCREASES,MESH,Inflammation,32844161.0,"Of eight patients assessed for inflammatory markers, all (100%) had elevated inflammatory markers.",CBM,
2545.0,2545,MESH,Inflammation,INCREASES,DO,COVID-19,32844161.0,"Of eight patients assessed for inflammatory markers, all (100%) had elevated inflammatory markers.",CBM,
2550.0,2550,DO,COVID-19,INCREASES,MESH,Inflammation,32844161.0,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent.",CBM,
2551.0,2551,MESH,Inflammation,INCREASES,DO,COVID-19,32844161.0,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent.",CBM,
2552.0,2552,DO,COVID-19,INCREASES,DO,bronchopneumonia,32844161.0,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent.",CBM,
2553.0,2553,DO,bronchopneumonia,INCREASES,DO,COVID-19,32844161.0,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent.",CBM,
2554.0,2554,DO,COVID-19,INCREASES,MESH,Macrophages,32844161.0,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent.",CBM,
2555.0,2555,MESH,Macrophages,INCREASES,DO,COVID-19,32844161.0,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent.",CBM,
2556.0,2556,DO,COVID-19,INCREASES,MESH,Inflammation,32844161.0,"Mild or moderate lymphocyte inflammation was present in all ten patients, although focal lymphocyte cuffing of small vessels was noted in six patients (60%).",CBM,
2557.0,2557,MESH,Inflammation,INCREASES,DO,COVID-19,32844161.0,"Mild or moderate lymphocyte inflammation was present in all ten patients, although focal lymphocyte cuffing of small vessels was noted in six patients (60%).",CBM,
2558.0,2558,DO,COVID-19,INCREASES,FIXME,Lymphocyte cuffing,32844161.0,"Mild or moderate lymphocyte inflammation was present in all ten patients, although focal lymphocyte cuffing of small vessels was noted in six patients (60%).",CBM,
2559.0,2559,FIXME,Lymphocyte cuffing,INCREASES,DO,COVID-19,32844161.0,"Mild or moderate lymphocyte inflammation was present in all ten patients, although focal lymphocyte cuffing of small vessels was noted in six patients (60%).",CBM,
2648.0,2648,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,MESH,Viral Tropism,32876341.0,"These findings indicate that SARS-CoV-2 has a preferred tropism to neurons, as reported recently.",CBM,
2649.0,2649,MESH,Viral Tropism,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,32876341.0,"These findings indicate that SARS-CoV-2 has a preferred tropism to neurons, as reported recently.",CBM,
2650.0,2650,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,HGNC,ACE2,32876341.0,"Testing the ACE-2 expression at the mRNA level via a qRT–PCR revealed that both iPSCs-derived brain organoids and neurons exhibited ~12.5- and 50-fold lesser than human respiratory epithelial cells (hREC), which served as a positive control.",CBM,
2651.0,2651,HGNC,ACE2,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,32876341.0,"Testing the ACE-2 expression at the mRNA level via a qRT–PCR revealed that both iPSCs-derived brain organoids and neurons exhibited ~12.5- and 50-fold lesser than human respiratory epithelial cells (hREC), which served as a positive control.",CBM,
2654.0,2654,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,neuron projection development,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2655.0,2655,GO,neuron projection development,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2656.0,2656,HGNC,MAP2,ASSOCIATION,GO,neuron projection development,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2657.0,2657,GO,neuron projection development,ASSOCIATION,HGNC,MAP2,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2658.0,2658,HGNC,MAPT,ASSOCIATION,GO,neuron projection development,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2659.0,2659,GO,neuron projection development,ASSOCIATION,HGNC,MAPT,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2660.0,2660,HGNC,DLG4,ASSOCIATION,GO,neuron projection development,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2661.0,2661,GO,neuron projection development,ASSOCIATION,HGNC,DLG4,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2662.0,2662,HGNC,SYN1,ASSOCIATION,GO,neuron projection development,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2663.0,2663,GO,neuron projection development,ASSOCIATION,HGNC,SYN1,32876341.0,"These cultures exhibit neuronal outgrowths as long-range axonal fibers expressing mature neuronal markers of MAP2, Tau, synapsin-1, and PSD95.",CBM,
2672.0,2672,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,neuron death,32876341.0,"To test neuronal cell death as a consequence of SARS-CoV-2 infection, we stained the SARS-CoV-2-exposed samples with terminal deoxynucleotidyl transferase dUTP nick end labeling (TUNEL) that detects fragmented DNA in dead cells (Darzynkiewicz et al, 2008). Compared to un-exposed control organoids, we identified an overall increase in TUNEL-positive cells in SARS-CoV-2-exposed organoids suggesting that virus exposure has caused cell death within 2-dpi.",CBM,
2673.0,2673,GO,neuron death,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,32876341.0,"To test neuronal cell death as a consequence of SARS-CoV-2 infection, we stained the SARS-CoV-2-exposed samples with terminal deoxynucleotidyl transferase dUTP nick end labeling (TUNEL) that detects fragmented DNA in dead cells (Darzynkiewicz et al, 2008). Compared to un-exposed control organoids, we identified an overall increase in TUNEL-positive cells in SARS-CoV-2-exposed organoids suggesting that virus exposure has caused cell death within 2-dpi.",CBM,
2708.0,2708,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,cellular response to virus,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2709.0,2709,GO,cellular response to virus,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2710.0,2710,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,cellular response to cytokine stimulus,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2711.0,2711,GO,cellular response to cytokine stimulus,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2712.0,2712,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,RNA processing,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2713.0,2713,GO,RNA processing,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2714.0,2714,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,cell death,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2715.0,2715,GO,cell death,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2716.0,2716,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,GO,cytoskeleton organization,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2717.0,2717,GO,cytoskeleton organization,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"More detailed gene ontology (GO) analysis of upregulated genes at 72 hpi showed enrichment for genes related to viral responses, RNA processing, response to cytokine, cytoskeletal rearrangement, and cell death (Figure 4C; Table S3).",CBM,
2718.0,2718,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,HGNC,CCL7,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
2719.0,2719,HGNC,CCL7,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
2720.0,2720,TAX,Severe acute respiratory syndrome coronavirus 2,INCREASES,HGNC,IL32,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
2721.0,2721,HGNC,IL32,INCREASES,TAX,Severe acute respiratory syndrome coronavirus 2,33010822.0,"Closer examination of upregulated genes revealed an increase in inflammatory cytokines CCL7, interleukin-32 (IL-32), CCL2 (MCP1), IL-18, and IL-8 (Figure 4D).",CBM,
